Date,Revenue,Profit,Expenditure,Growth_Rate,Valuation,Cash_Burn,Market_Share,Customer_Count,Customer_Acquisition_Cost,Customer_Lifetime_Value,Churn_Rate,Employee_Count,Revenue_Per_Employee
2024-03-31,1649014.25,-421421.8365539223,2127820.7523538764,75.2082576215471,9135235.306081245,98769.43886924378,0.6395515973521523,1568.237980381239,401.26591648863393,3131.463051996171,4.607336208104485,93.14658566673509,17703.43
2024-07-01,1458520.71,-448845.0280243268,1959079.4208362265,78.14341023336183,16716231.085755873,113690.32015851961,0.554530627260263,1892.1428262847285,489.3542301871226,3275.3396396523567,4.66823535791047,51.32734807408252,28416.05
2024-10-01,1694306.56,-504915.5577656038,2248065.634941722,68.93665025993971,25748154.622370757,114859.28225209846,0.670139715546805,1017.7550296316317,507.9297789503702,3325.4703951396286,4.824915372952583,76.86260190374513,22043.32
2025-01-01,1956908.96,-658310.0973106727,2662208.0203547794,68.0379337591933,34534617.29086317,107965.84096167571,0.5299074468603859,1555.3901575596913,408.9658840824145,3141.3239034607095,4.816140615610471,53.87284128810349,36324.59
2025-04-03,1429753.99,-456145.3332262591,1921114.1033225849,88.12525822394198,41538275.54855341,117580.71432500986,0.6293428546900135,1577.964838274527,498.1688064622161,3446.15147524591,4.086699189612872,65.28068134210567,21901.64
2025-07-04,1429758.91,-423381.54351450666,1895942.0114305594,93.56240028570824,48840438.37820772,126060.76285221807,0.709522781290499,1734.5468615331931,470.6390463468249,3495.9953305525432,4.218652488025463,80.88950596967366,17675.46
2025-10-04,1973763.84,-649678.8308711151,2668836.283161517,79.27989878419666,59417837.15885103,148292.78851815796,0.5504731837434655,1128.9147867365755,491.10300799972447,3550.162564913331,4.654510580162598,70.64280019095463,27940.06
2026-01-04,1730230.42,-500284.2250827163,2291085.8673449056,90.03532897892023,67775663.75482984,122618.66719247759,0.5716851135198614,1103.863016074717,544.8396491326973,3709.632463132112,4.654135785273662,59.22255222070694,29215.74
2026-04-06,1359157.68,-437779.23849594017,1850373.1013916247,83.61636025047635,74142196.49811648,123863.25586084147,0.604982568254382,1656.5824696850693,437.73059419985645,3019.2942273856015,4.654514305891814,62.84696290740032,21626.47
2026-07-07,1662768.01,-513415.0904896638,2208552.6989360363,73.54880245394875,82977550.36655667,118883.3112635075,0.57482621729419,1589.095401969956,412.3131917821255,2758.5965139734544,5.5,76.79597748934675,21651.76
2026-10-07,1360974.69,-438377.7376114698,1852593.2673054177,83.61395605508415,89574328.874674,91218.43177051438,0.5224668284466933,1575.147855103763,405.5242785187238,2938.318402180215,4.67126715320795,62.69633368282864,21707.4
2027-01-07,1360281.07,-315470.4117745531,1721900.65897039,95.38036566465969,96811517.94526644,119602.29186826175,0.6034281487403014,1603.9344628490926,409.2094857517281,3217.327187623335,4.840669692054179,72.16458589581976,18849.7
2027-04-09,1572588.68,-472451.4652368967,2088270.925233837,79.64173960890048,103839112.30306132,120903.45314911539,0.5468848143136947,1295.9925835264528,446.1449145292948,3273.5433214725144,4.786200529047961,70.45571839903813,22320.24
2027-07-10,926015.93,-330690.325447795,1312823.0183362039,95.64643655814007,108656387.42670111,156948.6316872793,0.623679621531759,1569.676109148301,467.0575987408322,3086.140237961763,4.695417375391739,63.483996523941826,14586.6
2027-10-10,982524.65,-253630.14939484058,1296464.7946198,53.80254895910255,113536787.6734339,117114.58552828316,0.5540287882883098,1587.9217419896045,463.8345399665009,3353.808885002741,4.405419226607896,91.43944089325325,10745.09
2028-01-10,1331313.74,-460436.30449855106,1851062.8456897133,88.21902504375224,119657652.97593392,124523.21013500419,0.6774967202508769,1285.6945745920896,491.3591624518012,3533.8592882047733,4.727690766147981,76.33919022318011,17439.45
2028-04-11,1196150.66,-348402.0182497622,1586160.5030175357,80.87047068238171,126518223.88853227,119479.32345442135,0.5608373353831881,2059.732353343427,450.65009459389535,3076.47898572925,4.268152435638728,49.74857413342393,24043.92
2028-07-12,1594274.2,-576265.7661939887,2217447.842435477,77.00992649534132,134472062.38608992,102469.82943570701,0.5838969241897162,1642.1498762735362,522.6767038578658,3644.128540478435,4.428954417977997,71.86454314769428,22184.43
2028-10-12,1227592.78,-434687.1364449215,1715592.550758957,80.91760776535503,140482055.3783212,137142.3422177253,0.6406758608684835,1142.6089508392054,436.7671583381022,3195.4775353797113,4.354390935651269,63.38213535231612,19368.12
2029-01-12,1076308.89,-313049.60520654375,1449113.9464777673,60.124310853991076,145743749.5333124,131278.9954903016,0.5384567841783022,1696.966082590149,586.008458329481,3701.4482320812804,4.524562241815897,78.52433334796224,13706.69
